,team1,team2,team_lost_score,team_won_score,date_match,event_name,maps_info,map1_played,team_winner_map1,result_map1_played1,result_half_score_map1,team_loser_map1,result_map1_played2,map2_played,team_winner_map2,result_map2_played1,result_half_score_map2,team_loser_map2,result_map2_played2,map3_played,team_winner_map3,result_map3_played1,result_half_score_map3,team_loser_map3,result_map3_played2,player1_team1,kd_player1_team1,adr_player1_team1,kast_player1_team1,rating_player1_team1,player2_team1,kd_player2_team1,adr_player2_team1,kast_player2_team1,rating_player2_team1,player3_team1,kd_player3_team1,adr_player3_team1,kast_player3_team1,rating_player3_team1,player4_team1,kd_player4_team1,adr_player4_team1,kast_player4_team1,rating_player4_team1,player5_team1,kd_player5_team1,adr_player5_team1,kast_player5_team1,rating_player5_team1,player1_team2,kd_player1_team2,adr_player1_team2,kast_player1_team2,rating_player1_team2,player2_team2,kd_player2_team2,adr_player2_team2,kast_player2_team2,rating_player2_team2,player3_team2,kd_player3_team2,adr_player3_team2,kast_player3_team2,rating_player3_team2,player4_team2,kd_player4_team2,adr_player4_team2,kast_player4_team2,rating_player4_team2,player5_team2,kd_player5_team2,adr_player5_team2,kast_player5_team2,rating_player5_team2
151,Vega Squadron,Astralis,4,16,13th of September 2018,FACEIT Major 2018,"Best of 1

* Swiss round 2 (teams with a 1-0 record)",Inferno,Astralis,4,(4:11; 0:5),Vega Squadron,16,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Anton 'tonyblack' Kolesnikov,10-15,60.6,50.0%,0.75,Igor 'crush' Shevchenko,8-15,39.0,50.0%,0.58,Dmitriy 'jR' Chervak,8-18,41.4,40.0%,0.46,Pavel 'hutji' Lashkov,5-17,44.4,45.0%,0.35,Leonid 'chopper' Vishnyakov,2-17,33.5,35.0%,0.29,Emil 'Magisk' Reif,21-10,131.9,95.0%,2.08,Nicolai 'device' Reedtz,22-5,106.5,90.0%,1.88,Lukas 'gla1ve' Rossander,15-5,84.3,85.0%,1.50,Andreas 'Xyp9x' Højsleth,12-7,58.2,85.0%,1.25,Peter 'dupreeh' Rasmussen,12-6,46.8,85.0%,1.17
152,Winstrike,fnatic,7,16,13th of September 2018,FACEIT Major 2018,"Best of 1

* Swiss round 2 (teams with a 0-1 record)",Inferno,fnatic,7,(7:8; 0:8),Winstrike,16,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Aurimas 'Kvik' Kvakšys,15-19,99.9,78.3%,1.12,Gregory 'balblna' Oleinick,16-17,65.4,73.9%,1.02,Kirill 'Boombl4' Mikhailov,15-18,60.6,73.9%,0.96,Savelii 'jmqa' Bragin,11-18,57.7,65.2%,0.85,Nikita 'waterfaLLZ' Matveyev,12-18,51.8,60.9%,0.77,Freddy 'KRIMZ' Johansson,23-11,108.4,78.3%,1.53,Robin 'flusha' Rönnquist,20-15,90.4,73.9%,1.37,Richard 'Xizt' Landström,15-15,89.7,91.3%,1.25,William 'draken' Sundin,16-11,55.7,82.6%,1.13,Jesper 'JW' Wecksell,16-17,86.7,69.6%,1.12
153,BIG,TYLOO,7,16,13th of September 2018,FACEIT Major 2018,"Best of 1

* Swiss round 2 (teams with a 1-0 record)",Train,BIG,16,(13:2; 3:5),TYLOO,7,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Johannes 'nex' Maget,24-13,114.2,87.0%,1.73,Owen 'smooya' Butterfield,23-12,90.7,87.0%,1.53,Tizian 'tiziaN' Feldbusch,20-11,86.0,82.6%,1.45,Johannes 'tabseN' Wodarz,20-14,93.6,78.3%,1.33,Fatih 'gob b' Dayik,13-11,61.8,73.9%,1.03,Hui 'DD' Wu,14-19,82.7,65.2%,0.98,Kevin 'xccurate' Susanto,18-19,74.6,56.5%,0.97,HaoWen 'somebody' Xu,12-20,54.7,47.8%,0.59,Ke 'captainMo' Liu,8-21,57.5,52.2%,0.51,Hansel 'BnTeT' Ferdinand,8-21,47.0,52.2%,0.46
154,Cloud9,Vega Squadron,4,16,12th of September 2018,FACEIT Major 2018,"Best of 1

* Swiss round 1",Mirage,Vega Squadron,4,(3:12; 1:4),Cloud9,16,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,William 'RUSH' Wierzba,13-18,84.3,65.0%,1.06,Timothy 'autimatic' Ta,15-16,81.5,70.0%,1.04,Maikil 'Golden' Selim,9-16,52.4,65.0%,0.64,Martin 'STYKO' Styk,11-18,56.0,55.0%,0.63,Tyler 'Skadoodle' Latham,8-17,42.2,45.0%,0.53,Dmitriy 'jR' Chervak,24-6,115.2,90.0%,1.93,Anton 'tonyblack' Kolesnikov,21-12,123.7,80.0%,1.70,Igor 'crush' Shevchenko,14-12,66.8,80.0%,1.06,Leonid 'chopper' Vishnyakov,14-13,56.7,60.0%,0.95,Pavel 'hutji' Lashkov,12-13,76.8,70.0%,0.91
155,Natus Vincere,Astralis,14,16,12th of September 2018,FACEIT Major 2018,"Best of 1

* Swiss round 1",Inferno,Astralis,14,(8:7; 6:9),Natus Vincere,16,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Aleksandr 's1mple' Kostyliev,24-19,87.9,86.7%,1.30,Denis 'electronic' Sharipov,22-16,78.4,76.7%,1.29,Egor 'flamie' Vasilyev,21-18,71.8,66.7%,1.02,Danylo 'Zeus' Teslenko,14-17,58.0,66.7%,0.87,Ioann 'Edward' Sukhariev,6-21,40.0,66.7%,0.57,Emil 'Magisk' Reif,24-17,86.3,80.0%,1.32,Nicolai 'device' Reedtz,22-17,77.6,73.3%,1.28,Peter 'dupreeh' Rasmussen,15-19,75.7,83.3%,1.08,Lukas 'gla1ve' Rossander,15-17,63.2,70.0%,0.93,Andreas 'Xyp9x' Højsleth,15-17,45.6,73.3%,0.90
156,mousesports,NiP,12,16,12th of September 2018,FACEIT Major 2018,"Best of 1

* Swiss round 1",Mirage,NiP,12,(6:9; 6:7),mousesports,16,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Miikka 'suNny' Kemppi,17-18,85.8,67.9%,1.12,Robin 'ropz' Kool,23-20,88.2,67.9%,1.11,Tomáš 'oskar' Šťastný,19-18,81.5,75.0%,1.09,Chris 'chrisJ' de Jong,17-21,66.6,60.7%,0.93,Janusz 'Snax' Pogorzelski,16-19,59.6,60.7%,0.82,Christopher 'GeT_RiGhT' Alesund,22-17,93.4,67.9%,1.21,Jonas 'Lekr0' Olofsson,19-17,71.1,67.9%,1.12,Patrik 'f0rest' Lindberg,19-17,75.2,67.9%,1.09,Fredrik 'REZ' Sterner,17-22,74.9,64.3%,0.96,Dennis 'dennis' Edman,19-20,61.4,60.7%,0.94
157,MIBR,TYLOO,13,16,12th of September 2018,FACEIT Major 2018,"Best of 1

* Swiss round 1",Inferno,TYLOO,13,(11:4; 2:12),MIBR,16,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Marcelo 'coldzera' David,25-14,78.0,75.9%,1.34,Gabriel 'FalleN' Toledo,27-20,81.6,69.0%,1.27,Jake 'Stewie2K' Yip,17-21,80.3,72.4%,1.10,Fernando 'fer' Alvarenga,18-19,85.3,72.4%,1.09,Tarik 'tarik' Celik,16-20,59.7,65.5%,0.81,Hansel 'BnTeT' Ferdinand,21-16,72.2,72.4%,1.19,Kevin 'xccurate' Susanto,24-19,73.0,69.0%,1.18,Hui 'DD' Wu,20-24,79.6,62.1%,0.94,HaoWen 'somebody' Xu,16-22,72.2,65.5%,0.90,Ke 'captainMo' Liu,13-22,59.1,62.1%,0.81
158,fnatic,Complexity,4,16,12th of September 2018,FACEIT Major 2018,"Best of 1

* Swiss round 1",Inferno,Complexity,4,(3:12; 1:4),fnatic,16,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Freddy 'KRIMZ' Johansson,13-17,84.3,70.0%,1.10,William 'draken' Sundin,15-19,72.0,45.0%,0.77,Jesper 'JW' Wecksell,11-17,56.5,50.0%,0.65,Richard 'Xizt' Landström,8-18,52.9,55.0%,0.61,Robin 'flusha' Rönnquist,4-19,49.5,45.0%,0.37,Peter 'stanislaw' Jarguz,23-10,127.1,95.0%,1.92,Shahzeb 'ShahZaM' Khan,20-10,99.5,75.0%,1.65,Bradley 'ANDROID' Fodor,22-6,69.3,90.0%,1.61,Jaccob 'yay' Whiteaker,14-12,81.3,85.0%,1.13,Rory 'dephh' Jackson,11-13,75.0,90.0%,1.07
159,FaZe,BIG,5,16,12th of September 2018,FACEIT Major 2018,"Best of 1

* Swiss round 1",Dust2,BIG,5,(5:10; 0:6),FaZe,16,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Finn 'karrigan' Andersen,15-17,71.5,52.4%,0.95,Nikola 'NiKo' Kovač,13-19,72.0,61.9%,0.88,Olof 'olofmeister' Kajbjer,11-17,67.2,66.7%,0.83,Håvard 'rain' Nygaard,11-20,66.0,57.1%,0.64,Ladislav 'GuardiaN' Kovács,10-20,54.8,52.4%,0.58,Owen 'smooya' Butterfield,27-11,119.4,81.0%,1.93,Johannes 'tabseN' Wodarz,23-16,119.0,85.7%,1.58,Johannes 'nex' Maget,13-11,57.8,85.7%,1.29,Fatih 'gob b' Dayik,14-10,79.7,90.5%,1.25,Tizian 'tiziaN' Feldbusch,16-12,84.4,81.0%,1.24
160,Winstrike,Liquid,7,16,12th of September 2018,FACEIT Major 2018,"Best of 1

* Swiss round 1",Mirage,Liquid,7,(3:12; 4:4),Winstrike,16,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Kirill 'Boombl4' Mikhailov,12-20,73.0,43.5%,0.73,Savelii 'jmqa' Bragin,12-19,59.6,52.2%,0.72,Gregory 'balblna' Oleinick,10-19,48.3,43.5%,0.62,Aurimas 'Kvik' Kvakšys,11-20,62.6,43.5%,0.60,Nikita 'waterfaLLZ' Matveyev,7-20,51.3,56.5%,0.53,Russel 'Twistzz' Van Dulken,24-6,105.3,91.3%,1.79,Keith 'NAF' Markovic,25-11,119.3,78.3%,1.72,Jonathan 'EliGE' Jablonowski,25-14,98.8,73.9%,1.45,Nick 'nitr0' Cannella,12-11,61.2,87.0%,1.19,Epitacio 'TACO' de Melo,12-10,61.0,87.0%,1.07
161,G2,HellRaisers,20,22,12th of September 2018,FACEIT Major 2018,"Best of 1

* Swiss round 1",Dust2,G2,22,(10:5; 5:10) (7:5),HellRaisers,20,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Richard 'shox' Papillon,42-27,101.9,81.0%,1.50,Kenny 'kennyS' Schrub,35-23,79.4,78.6%,1.37,Alexandre 'bodyy' Pianaro,31-22,78.9,78.6%,1.27,Kévin 'Ex6TenZ' Droolans,29-26,73.2,66.7%,1.05,Edouard 'SmithZz' Dubourdeaux,20-33,59.9,57.1%,0.70,Issa 'ISSAA' Murad,43-35,101.3,69.0%,1.27,Özgür 'woxic' Eker,31-29,86.9,71.4%,1.23,Kirill 'ANGE1' Karasiow,25-34,66.1,54.8%,0.81,Bence 'DeadFox' Böröcz,20-28,48.3,66.7%,0.75,Vladyslav 'bondik' Nechyporchuk,12-31,40.0,61.9%,0.57
162,ENCE,Astralis,0,2,3rd of March 2019,IEM Katowice 2019,"Best of 3

* Grand final",Train,Astralis,11,(4:11; 7:5),ENCE,16,Inferno,Astralis,4,(1:14; 3:2),ENCE,16,Overpass,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Sami 'xseveN' Laasanen,28-39,81.0,59.6%,0.95,Jere 'sergej' Salo,28-36,78.4,61.7%,0.87,Aleksi 'allu' Jalli,27-38,57.9,61.7%,0.78,Jani 'Aerial' Jussila,28-37,54.6,61.7%,0.71,Aleksi 'Aleksib' Virolainen,18-39,50.7,51.1%,0.54,Andreas 'Xyp9x' Højsleth,42-20,90.4,87.2%,1.51,Nicolai 'device' Reedtz,43-23,89.7,76.6%,1.45,Peter 'dupreeh' Rasmussen,40-28,90.0,78.7%,1.42,Emil 'Magisk' Reif,38-29,87.6,83.0%,1.28,Lukas 'gla1ve' Rossander,24-29,62.8,76.6%,0.97
163,Astralis,NiP,0,2,1st of March 2019,IEM Katowice 2019,"Best of 3

* Quarter-final",Mirage,Astralis,16,(15:0; 1:2),NiP,2,Dust2,Astralis,16,(11:4; 5:10),NiP,14,Overpass,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Emil 'Magisk' Reif,41-22,84.6,81.2%,1.41,Andreas 'Xyp9x' Højsleth,41-23,93.9,77.1%,1.39,Nicolai 'device' Reedtz,36-24,79.9,81.2%,1.33,Peter 'dupreeh' Rasmussen,37-30,83.0,77.1%,1.25,Lukas 'gla1ve' Rossander,25-28,57.8,66.7%,0.86,Fredrik 'REZ' Sterner,30-35,74.3,62.5%,0.97,Patrik 'f0rest' Lindberg,26-30,61.8,62.5%,0.88,Jonas 'Lekr0' Olofsson,26-37,64.9,60.4%,0.82,Dennis 'dennis' Edman,25-38,53.3,47.9%,0.66,Christopher 'GeT_RiGhT' Alesund,20-40,53.8,50.0%,0.55
164,MIBR,Renegades,0,2,1st of March 2019,IEM Katowice 2019,"Best of 3

* Quarter-final",Dust2,MIBR,16,(10:5; 6:1),Renegades,6,Train,MIBR,16,(4:11; 12:1),Renegades,12,Mirage,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Fernando 'fer' Alvarenga,44-24,100.9,80.0%,1.52,Gabriel 'FalleN' Toledo,39-29,81.8,76.0%,1.30,Marcelo 'coldzera' David,40-32,89.6,78.0%,1.23,Epitacio 'TACO' de Melo,36-23,72.8,76.0%,1.16,João 'felps' Vasconcellos,32-31,63.8,72.0%,1.00,Justin 'jks' Savage,32-37,78.3,66.0%,0.97,Joakim 'jkaem' Myrbostad,29-41,71.7,64.0%,0.93,Sean 'Gratisfaction' Kaiwai,34-37,66.7,56.0%,0.83,Aaron 'AZR' Ward,24-41,56.7,54.0%,0.66,Jay 'Liazz' Tregillgas,20-36,45.6,56.0%,0.58
165,Liquid,ENCE,0,2,28th of February 2019,IEM Katowice 2019,"Best of 3

* Quarter-final",Mirage,ENCE,11,(7:8; 4:8),Liquid,16,Inferno,ENCE,16,(10:5; 5:10) (1:4),Liquid,19,Overpass,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Jonathan 'EliGE' Jablonowski,45-49,86.9,59.7%,1.00,Jake 'Stewie2K' Yip,42-48,80.4,61.3%,0.96,Russel 'Twistzz' Van Dulken,38-43,71.7,71.0%,0.95,Nick 'nitr0' Cannella,30-41,46.2,61.3%,0.78,Keith 'NAF' Markovic,26-41,60.0,59.7%,0.75,Aleksi 'allu' Jalli,55-29,83.3,72.6%,1.38,Jere 'sergej' Salo,48-42,86.7,82.3%,1.28,Aleksi 'Aleksib' Virolainen,44-32,68.2,79.0%,1.21,Sami 'xseveN' Laasanen,46-36,79.4,72.6%,1.18,Jani 'Aerial' Jussila,29-42,64.4,77.4%,0.95
166,Natus Vincere,FaZe,0,2,28th of February 2019,IEM Katowice 2019,"Best of 3

* Quarter-final",Inferno,Natus Vincere,16,(5:10; 11:3),FaZe,13,Mirage,Natus Vincere,16,(9:6; 7:1),FaZe,7,Dust2,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Denis 'electronic' Sharipov,46-27,94.1,78.8%,1.49,Egor 'flamie' Vasilyev,41-28,83.6,65.4%,1.25,Danylo 'Zeus' Teslenko,28-32,67.0,71.2%,1.05,Ioann 'Edward' Sukhariev,34-31,63.7,75.0%,1.04,Aleksandr 's1mple' Kostyliev,31-31,64.4,69.2%,0.97,Håvard 'rain' Nygaard,37-37,82.3,69.2%,1.01,Ladislav 'GuardiaN' Kovács,30-33,63.2,53.8%,0.89,Olof 'olofmeister' Kajbjer,29-36,59.2,67.3%,0.86,Nikola 'NiKo' Kovač,28-39,58.7,57.7%,0.77,Dauren 'AdreN' Kystaubayev,25-36,62.6,57.7%,0.77
167,FaZe,Cloud9,0,2,24th of February 2019,IEM Katowice 2019,"Best of 3

* Swiss round 5 (teams with a 2-2 record). Winner advances to the playoffs, loser is eliminated",Cache,FaZe,16,(12:3; 4:11),Cloud9,14,Dust2,FaZe,16,(11:4; 5:5),Cloud9,9,Nuke,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Nikola 'NiKo' Kovač,50-32,98.5,80.0%,1.48,Håvard 'rain' Nygaard,42-33,88.1,70.9%,1.30,Dauren 'AdreN' Kystaubayev,37-28,76.5,72.7%,1.19,Olof 'olofmeister' Kajbjer,40-31,73.5,69.1%,1.16,Ladislav 'GuardiaN' Kovács,31-37,59.3,63.6%,0.83,Timothy 'autimatic' Ta,40-40,74.0,60.0%,0.96,Robin 'flusha' Rönnquist,33-40,82.3,63.6%,0.96,Fabien 'kioShiMa' Fiey,34-38,62.4,65.5%,0.91,William 'RUSH' Wierzba,32-41,67.2,58.2%,0.84,Jordan 'Zellsis' Montemurro,22-41,55.9,60.0%,0.69
168,NiP,Vitality,1,2,24th of February 2019,IEM Katowice 2019,"Best of 3

* Swiss round 5 (teams with a 2-2 record). Winner advances to the playoffs, loser is eliminated",Cache,NiP,16,(11:4; 5:3),Vitality,7,Overpass,Vitality,8,(4:11; 4:5),NiP,16,Mirage,NiP,16,(14:1; 2:6),NiP,7,Jonas 'Lekr0' Olofsson,54-40,86.2,77.1%,1.26,Dennis 'dennis' Edman,51-45,83.3,68.6%,1.19,Christopher 'GeT_RiGhT' Alesund,51-46,70.9,72.9%,1.09,Patrik 'f0rest' Lindberg,49-41,71.8,80.0%,1.08,Fredrik 'REZ' Sterner,42-44,74.1,68.6%,1.01,Mathieu 'ZywOo' Herbaut,53-51,79.6,62.9%,1.13,Dan 'apEX' Madesclaire,52-51,75.7,68.6%,1.07,Nathan 'NBK-' Schmitt,43-50,77.7,60.0%,0.93,Alex 'ALEX' McMeekin,38-49,63.2,64.3%,0.85,Cédric 'RpK' Guipouy,30-47,54.4,64.3%,0.80
169,ENCE,AVANGAR,0,2,24th of February 2019,IEM Katowice 2019,"Best of 3

* Swiss round 5 (teams with a 2-2 record). Winner advances to the playoffs, loser is eliminated",Mirage,ENCE,16,(9:6; 7:6),AVANGAR,12,Train,ENCE,16,(10:5; 6:2),AVANGAR,7,Overpass,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Aleksi 'allu' Jalli,45-30,83.4,78.4%,1.34,Sami 'xseveN' Laasanen,36-32,78.3,74.5%,1.16,Jani 'Aerial' Jussila,39-32,71.1,60.8%,1.10,Aleksi 'Aleksib' Virolainen,28-35,58.5,66.7%,0.89,Jere 'sergej' Salo,24-38,70.1,68.6%,0.88,Dzhami 'Jame' Ali,37-30,76.8,74.5%,1.17,Alexey 'qikert' Golubev,39-34,75.0,70.6%,1.10,Bektiyar 'fitch' Bahytov,34-37,76.1,60.8%,0.95,Aidyn 'KrizzeN' Turlybekov,24-34,65.9,68.6%,0.87,Timur 'buster' Tulepov,33-37,66.4,62.7%,0.85
170,Cloud9,HellRaisers,0,2,23rd of February 2019,IEM Katowice 2019,"Best of 3

* Swiss round 4 (teams with a 1-2 record). Loser is eliminated",Inferno,Cloud9,16,(9:6; 7:2),HellRaisers,8,Cache,Cloud9,16,(11:4; 5:8),HellRaisers,12,Mirage,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Robin 'flusha' Rönnquist,53-32,103.0,86.5%,1.61,Timothy 'autimatic' Ta,46-25,88.1,86.5%,1.55,Fabien 'kioShiMa' Fiey,38-25,82.9,76.9%,1.31,William 'RUSH' Wierzba,42-29,79.6,75.0%,1.28,Jordan 'Zellsis' Montemurro,26-30,64.4,69.2%,0.90,Issa 'ISSAA' Murad,36-38,64.2,65.4%,0.96,Özgür 'woxic' Eker,32-40,76.6,57.7%,0.94,Abay 'Hobbit' Khasenov,29-43,71.0,57.7%,0.80,Kirill 'ANGE1' Karasiow,26-43,60.2,57.7%,0.67,Bence 'DeadFox' Böröcz,18-41,49.1,55.8%,0.59
171,FaZe,Complexity,1,2,23rd of February 2019,IEM Katowice 2019,"Best of 3

* Swiss round 4 (teams with a 1-2 record). Loser is eliminated",Cache,Complexity,8,(4:11; 4:5),FaZe,16,Mirage,FaZe,16,(9:6; 7:5),Complexity,11,Dust2,FaZe,16,(7:8; 9:6),FaZe,14,Nikola 'NiKo' Kovač,60-53,85.6,70.4%,1.15,Håvard 'rain' Nygaard,53-60,77.6,67.9%,1.05,Dauren 'AdreN' Kystaubayev,55-50,78.8,69.1%,1.05,Ladislav 'GuardiaN' Kovács,53-47,66.0,72.8%,1.04,Olof 'olofmeister' Kajbjer,40-50,53.0,63.0%,0.82,Peter 'stanislaw' Jarguz,61-54,83.0,64.2%,1.17,Ricardo 'Rickeh' Mulholland,54-54,77.6,70.4%,1.11,Rory 'dephh' Jackson,49-50,69.0,66.7%,0.96,Jordan 'n0thing' Gilbert,50-52,63.1,69.1%,0.96,Shahzeb 'ShahZaM' Khan,46-51,64.7,64.2%,0.94
172,ENCE,G2,0,2,23rd of February 2019,IEM Katowice 2019,"Best of 3

* Swiss round 4 (teams with a 1-2 record). Loser is eliminated",Dust2,ENCE,19,(9:6; 6:9) (4:2),G2,17,Mirage,ENCE,16,(10:5; 6:5),G2,10,Nuke,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Aleksi 'Aleksib' Virolainen,63-39,107.5,80.6%,1.60,Aleksi 'allu' Jalli,42-38,75.7,66.1%,1.16,Jani 'Aerial' Jussila,42-43,74.0,72.6%,1.08,Sami 'xseveN' Laasanen,37-36,65.7,62.9%,1.00,Jere 'sergej' Salo,35-41,64.6,66.1%,0.91,Audric 'JaCkz' Jug,51-46,90.4,72.6%,1.12,Lucas 'Lucky' Chastang,38-36,63.9,64.5%,0.94,Alexandre 'bodyy' Pianaro,34-40,71.2,62.9%,0.92,Richard 'shox' Papillon,39-50,70.6,56.5%,0.86,Kenny 'kennyS' Schrub,35-47,61.1,56.5%,0.78
173,MIBR,NiP,0,2,22nd of February 2019,IEM Katowice 2019,"Best of 3

* Swiss round 4 (teams with a 2-1 record). Winner advances to the playoffs",Train,MIBR,16,(10:5; 6:1),NiP,6,Inferno,MIBR,16,(9:6; 7:8),NiP,14,Mirage,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Marcelo 'coldzera' David,47-31,102.8,73.1%,1.43,Fernando 'fer' Alvarenga,52-33,97.4,75.0%,1.43,Gabriel 'FalleN' Toledo,32-29,61.0,78.8%,1.08,Epitacio 'TACO' de Melo,29-31,68.8,73.1%,0.99,João 'felps' Vasconcellos,29-36,71.7,69.2%,0.94,Jonas 'Lekr0' Olofsson,40-37,82.2,71.2%,1.13,Fredrik 'REZ' Sterner,38-37,88.1,65.4%,1.12,Christopher 'GeT_RiGhT' Alesund,31-39,70.9,65.4%,0.95,Patrik 'f0rest' Lindberg,30-39,59.2,63.5%,0.78,Dennis 'dennis' Edman,21-38,44.1,51.9%,0.62
174,Natus Vincere,AVANGAR,0,2,22nd of February 2019,IEM Katowice 2019,"Best of 3

* Swiss round 4 (teams with a 2-1 record). Winner advances to the playoffs",Dust2,Natus Vincere,16,(11:4; 5:2),AVANGAR,6,Train,Natus Vincere,16,(8:7; 8:4),AVANGAR,11,Mirage,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Aleksandr 's1mple' Kostyliev,40-25,84.2,75.5%,1.34,Egor 'flamie' Vasilyev,43-31,89.1,69.4%,1.29,Ioann 'Edward' Sukhariev,38-27,78.1,73.5%,1.17,Denis 'electronic' Sharipov,34-29,82.0,73.5%,1.15,Danylo 'Zeus' Teslenko,30-24,67.4,77.6%,1.14,Timur 'buster' Tulepov,32-32,69.0,73.5%,0.98,Aidyn 'KrizzeN' Turlybekov,28-37,74.0,65.3%,0.86,Dzhami 'Jame' Ali,28-36,55.5,59.2%,0.82,Alexey 'qikert' Golubev,24-42,63.2,55.1%,0.68,Bektiyar 'fitch' Bahytov,24-38,61.0,44.9%,0.67
175,Renegades,Vitality,1,2,22nd of February 2019,IEM Katowice 2019,"Best of 3

* Swiss round 4 (teams with a 2-1 record). Winner advances to the playoffs",Dust2,Renegades,16,(11:4; 5:1),Vitality,5,Cache,Vitality,11,(8:7; 3:9),Renegades,16,Inferno,Renegades,16,(8:7; 8:5),Renegades,12,Justin 'jks' Savage,69-42,90.6,73.7%,1.36,Joakim 'jkaem' Myrbostad,51-42,78.3,77.6%,1.25,Sean 'Gratisfaction' Kaiwai,57-46,80.3,72.4%,1.24,Jay 'Liazz' Tregillgas,41-42,65.3,75.0%,1.05,Aaron 'AZR' Ward,46-46,65.2,68.4%,1.02,Nathan 'NBK-' Schmitt,47-53,77.5,63.2%,1.01,Dan 'apEX' Madesclaire,48-53,73.7,68.4%,0.98,Mathieu 'ZywOo' Herbaut,47-51,69.2,65.8%,0.94,Cédric 'RpK' Guipouy,42-51,60.6,57.9%,0.86,Alex 'ALEX' McMeekin,34-56,49.1,61.8%,0.68
176,NRG,Complexity,0,2,21st of February 2019,IEM Katowice 2019,"Best of 3

* Swiss round 3 (teams with a 0-2 record). Loser is eliminated",Nuke,Complexity,19,(8:7; 7:8) (4:7),NRG,22,Cache,Complexity,16,(8:7; 7:8) (1:4),NRG,19,Inferno,NotPlayed,NotPlayed,NotPlayed,NotPlayed,NotPlayed,Vincent 'Brehze' Cayonte,61-52,89.7,68.4%,1.22,Tsvetelin 'CeRq' Dimitrov,50-50,74.5,71.1%,1.04,Ethan 'Ethan' Arnold,57-59,84.1,67.1%,1.03,Jacob 'FugLy' Medina,42-51,61.8,69.7%,0.95,Damian 'daps' Steele,40-57,60.5,68.4%,0.80,Peter 'stanislaw' Jarguz,69-54,102.8,73.7%,1.32,Rory 'dephh' Jackson,57-51,82.0,69.7%,1.08,Shahzeb 'ShahZaM' Khan,52-50,63.4,76.3%,1.07,Jordan 'n0thing' Gilbert,48-48,66.9,77.6%,1.03,Ricardo 'Rickeh' Mulholland,42-47,62.1,64.5%,0.92
